ANZSCO_Code,ANZSCO_Title,Specialist_Task,% of time spent on task,Specialist_Cluster,% of time spent on cluster,Cluster_Family,% of time spent on family
1325,Research and Development Managers,Supervise employees,0.03268147759,Supervise staff ,0.03268147759,Human resources,0.1439779025
1325,Research and Development Managers,Hire staff,0.03268147759,Undertake recruitment activities,0.06536473505,Human resources,0.1439779025
1325,Research and Development Managers,Develop organisational policies or programs,0.02520556653,Establish organisational policies or programs,0.1073812588,Business operations and financial activities,0.2469329159
1325,Research and Development Managers,Implement organisational process or policy changes,0.02520556653,Establish organisational policies or programs,0.1073812588,Business operations and financial activities,0.2469329159
1325,Research and Development Managers,"Prepare financial documents, reports or budgets",0.01637023586,"Undertake financial reporting, documentation and analysis",0.01637023586,Business operations and financial activities,0.2469329159
1325,Research and Development Managers,Approve expenditures,0.01637023586,Manage operational budgets,0.03274047172,Business operations and financial activities,0.2469329159
1325,Research and Development Managers,Prepare operational budgets,0.01637023586,Manage operational budgets,0.03274047172,Business operations and financial activities,0.2469329159
1325,Research and Development Managers,Prepare proposals or grant applications to obtain project funding,0.01622897253,"Prepare forms, legislation or proposals",0.01622897253,"Records, documentation, reports and research",0.03401984319
1325,Research and Development Managers,Advise others on legal or regulatory compliance matters,0.01447430146,"Respond to legal, regulatory and compliance issues",0.01447430146,"Records, documentation, reports and research",0.03401984319
1325,Research and Development Managers,Conduct employee training programs,0.0132484324,Train staff,0.0132484324,Human resources,0.1439779025
1325,Research and Development Managers,Present information to the public,0.003316569199,Present information and news to the public,0.003316569199,"Records, documentation, reports and research",0.03401984319
1331,Construction Managers,Manage construction activities,0.1856043089,Manage construction or production projects,0.1856043089,Work activities preparation,0.1856043089
1331,Construction Managers,Negotiate project specifications,0.1434641918,Undertake project planning,0.1434641918,Operating procedures and processes,0.2422628233
1331,Construction Managers,Supervise employees,0.1352950641,Supervise staff ,0.1352950641,Human resources,0.1543638469
1331,Construction Managers,Determine operational compliance with regulations or standards,0.07927019249,"Monitor compliance with regulations, standards or procedures",0.07927019249,Safety and hazard management,0.093477234
1331,Construction Managers,"Develop operating strategies, plans or procedures",0.07110238423,"Develop operational strategies, plans or procedures",0.08446628305,Operating procedures and processes,0.2422628233
1331,Construction Managers,"Procure materials, equipment or other resources",0.06975152513,"Procure materials, supplies, or stock",0.06975152513,Business operations and financial activities,0.1120466739
1331,Construction Managers,Evaluate green operations or programs for compliance with standards or regulations,0.06506315098,Undertake environmental sustainability planning or activities,0.0784270498,Environmental management,0.09094287875
1331,Construction Managers,Estimate labour requirements,0.04668261395,"Estimate labour, materials and project costs",0.05245138988,Construction,0.05245138988
1331,Construction Managers,Direct facility maintenance or repair activities,0.04631024721,Maintain facilities and conduct repairs,0.04631024721,Cleaning and maintenance,0.04631024721
1331,Construction Managers,Implement organisational process or policy changes,0.02672779764,Establish organisational policies or programs,0.02876824864,Business operations and financial activities,0.1120466739
1331,Construction Managers,Communicate organisational information to customers or other stakeholders,0.01469004117,Provide customer service and communicate information,0.01469004117,Customer service,0.01469004117
1331,Construction Managers,Communicate organisational policies and procedures,0.01469004117,Undertake human resources activities ,0.01469004117,Human resources,0.1543638469
1331,Construction Managers,Model operational processes,0.01433234843,Manage or document operational procedure or process,0.01433234843,Operating procedures and processes,0.2422628233
1331,Construction Managers,Investigate industrial or transportation accidents,0.01420704151,Investigate equipment and systems malfunctions and failures,0.01420704151,Safety and hazard management,0.093477234
1331,Construction Managers,"Prepare financial documents, reports or budgets",0.0135269001,"Undertake financial reporting, documentation and analysis",0.0135269001,Business operations and financial activities,0.1120466739
1331,Construction Managers,Develop procedures to evaluate organisational activities,0.01336389882,"Develop operational strategies, plans or procedures",0.08446628305,Operating procedures and processes,0.2422628233
1331,Construction Managers,Develop environmental remediation or protection plans,0.01336389882,Undertake environmental sustainability planning or activities,0.0784270498,Environmental management,0.09094287875
1331,Construction Managers,"Train employees on environmental awareness, conservation or safety topics",0.01251582895,Teach environmental awareness and sustainability,0.01251582895,Environmental management,0.09094287875
1331,Construction Managers,Prepare forms or applications,0.007850556092,"Prepare forms, legislation or proposals",0.007850556092,"Records, documentation, reports and research",0.007850556092
1331,Construction Managers,Recruit staff,0.004378741599,Undertake recruitment activities,0.004378741599,Human resources,0.1543638469
1331,Construction Managers,Estimate green project costs,0.004243122485,"Estimate labour, materials and project costs",0.05245138988,Construction,0.05245138988
1331,Construction Managers,Develop sustainable organisational policies or practices,0.002040450991,Establish organisational policies or programs,0.02876824864,Business operations and financial activities,0.1120466739
